,Country,NOC,Region,Year,Per Capita GDP,Total Medals,Population,lat,lon
3,Afghanistan,AFG,ASIA (EXCLUDING MIDDLE EAST)         ,1960,59.7732337,0,8996967,33.7680065,66.2385139
4,Afghanistan,AFG,ASIA (EXCLUDING MIDDLE EAST)         ,1964,82.09530653,0,9744772,33.7680065,66.2385139
5,Afghanistan,AFG,ASIA (EXCLUDING MIDDLE EAST)         ,1968,129.108311,0,10637064,33.7680065,66.2385139
6,Afghanistan,AFG,ASIA (EXCLUDING MIDDLE EAST)         ,1972,135.317228,0,11791222,33.7680065,66.2385139
7,Afghanistan,AFG,ASIA (EXCLUDING MIDDLE EAST)         ,1980,272.6555102,0,13356500,33.7680065,66.2385139
10,Afghanistan,AFG,ASIA (EXCLUDING MIDDLE EAST)         ,2004,211.3820742,0,24726689,33.7680065,66.2385139
11,Afghanistan,AFG,ASIA (EXCLUDING MIDDLE EAST)         ,2008,364.660679,1,27722281,33.7680065,66.2385139
12,Afghanistan,AFG,ASIA (EXCLUDING MIDDLE EAST)         ,2012,641.871438,1,31161378,33.7680065,66.2385139
13,Afghanistan,AFG,ASIA (EXCLUDING MIDDLE EAST)         ,2016,509.2201005,0,35383028,33.7680065,66.2385139
28,Albania,ALB,EASTERN EUROPE                     ,1992,200.8522198,0,3247039,41.000028,19.9999619
29,Albania,ALB,EASTERN EUROPE                     ,1996,1009.977668,0,3168033,41.000028,19.9999619
30,Albania,ALB,EASTERN EUROPE                     ,2000,1126.683318,0,3089027,41.000028,19.9999619
31,Albania,ALB,EASTERN EUROPE                     ,2004,2373.579844,0,3026939,41.000028,19.9999619
32,Albania,ALB,EASTERN EUROPE                     ,2006,2972.743265,0,2992547,41.000028,19.9999619
33,Albania,ALB,EASTERN EUROPE                     ,2008,4370.540127,0,2947314,41.000028,19.9999619
34,Albania,ALB,EASTERN EUROPE                     ,2010,4094.350334,0,2913021,41.000028,19.9999619
35,Albania,ALB,EASTERN EUROPE                     ,2012,4247.629984,0,2900401,41.000028,19.9999619
36,Albania,ALB,EASTERN EUROPE                     ,2014,4578.631994,0,2889104,41.000028,19.9999619
37,Albania,ALB,EASTERN EUROPE                     ,2016,4124.055726,0,2876101,41.000028,19.9999619
53,Andorra,AND,WESTERN EUROPE                     ,1976,7151.249909,0,31782,42.5407167,1.5732033
54,Andorra,AND,WESTERN EUROPE                     ,1980,12378.78451,0,36063,42.5407167,1.5732033
55,Andorra,AND,WESTERN EUROPE                     ,1984,7728.906695,0,42706,42.5407167,1.5732033
56,Andorra,AND,WESTERN EUROPE                     ,1988,14304.6406,0,50433,42.5407167,1.5732033
57,Andorra,AND,WESTERN EUROPE                     ,1992,20549.80558,0,58882,42.5407167,1.5732033
58,Andorra,AND,WESTERN EUROPE                     ,1994,16235.06804,0,62676,42.5407167,1.5732033
59,Andorra,AND,WESTERN EUROPE                     ,1996,19016.28819,0,64363,42.5407167,1.5732033
60,Andorra,AND,WESTERN EUROPE                     ,1998,18895.11066,0,64140,42.5407167,1.5732033
61,Andorra,AND,WESTERN EUROPE                     ,2000,21854.2468,0,65390,42.5407167,1.5732033
62,Andorra,AND,WESTERN EUROPE                     ,2002,25067.24006,0,70048,42.5407167,1.5732033
63,Andorra,AND,WESTERN EUROPE                     ,2004,37966.18725,0,76250,42.5407167,1.5732033
64,Andorra,AND,WESTERN EUROPE                     ,2006,42674.75897,0,80995,42.5407167,1.5732033
65,Andorra,AND,WESTERN EUROPE                     ,2008,48719.65877,0,83860,42.5407167,1.5732033
66,Andorra,AND,WESTERN EUROPE                     ,2010,40850.24814,0,84454,42.5407167,1.5732033
67,Andorra,AND,WESTERN EUROPE                     ,2012,38686.46126,0,82427,42.5407167,1.5732033
68,Andorra,AND,WESTERN EUROPE                     ,2014,41303.92937,0,79213,42.5407167,1.5732033
69,Andorra,AND,WESTERN EUROPE                     ,2016,37475.63506,0,77295,42.5407167,1.5732033
102,Argentina,ARG,LATIN AMER. & CARIB    ,1964,1173.238105,2,21824427,-34.9964963,-64.9672817
103,Argentina,ARG,LATIN AMER. & CARIB    ,1968,1141.080432,2,23168268,-34.9964963,-64.9672817
104,Argentina,ARG,LATIN AMER. & CARIB    ,1972,1408.86538,2,24653172,-34.9964963,-64.9672817
105,Argentina,ARG,LATIN AMER. & CARIB    ,1976,1948.224686,0,26264681,-34.9964963,-64.9672817
106,Argentina,ARG,LATIN AMER. & CARIB    ,1980,2758.834817,0,27896532,-34.9964963,-64.9672817
107,Argentina,ARG,LATIN AMER. & CARIB    ,1984,2659.708242,0,29737097,-34.9964963,-64.9672817
108,Argentina,ARG,LATIN AMER. & CARIB    ,1988,3985.192469,14,31668939,-34.9964963,-64.9672817
109,Argentina,ARG,LATIN AMER. & CARIB    ,1992,6823.538837,2,33529320,-34.9964963,-64.9672817
110,Argentina,ARG,LATIN AMER. & CARIB    ,1994,7483.140334,0,34402669,-34.9964963,-64.9672817
111,Argentina,ARG,LATIN AMER. & CARIB    ,1996,7721.354105,39,35246376,-34.9964963,-64.9672817
112,Argentina,ARG,LATIN AMER. & CARIB    ,1998,8289.507568,0,36063451,-34.9964963,-64.9672817
113,Argentina,ARG,LATIN AMER. & CARIB    ,2000,7708.099115,37,36870796,-34.9964963,-64.9672817
114,Argentina,ARG,LATIN AMER. & CARIB    ,2002,2593.404563,0,37681743,-34.9964963,-64.9672817
115,Argentina,ARG,LATIN AMER. & CARIB    ,2004,4277.721573,105,38491970,-34.9964963,-64.9672817
116,Argentina,ARG,LATIN AMER. & CARIB    ,2006,5919.012338,0,39289876,-34.9964963,-64.9672817
117,Argentina,ARG,LATIN AMER. & CARIB    ,2008,9020.873323,91,40080159,-34.9964963,-64.9672817
118,Argentina,ARG,LATIN AMER. & CARIB    ,2010,10385.96443,0,40788453,-34.9964963,-64.9672817
119,Argentina,ARG,LATIN AMER. & CARIB    ,2012,13082.66433,36,41733271,-34.9964963,-64.9672817
120,Argentina,ARG,LATIN AMER. & CARIB    ,2014,12334.79825,0,42669500,-34.9964963,-64.9672817
121,Argentina,ARG,LATIN AMER. & CARIB    ,2016,12790.24247,65,43590368,-34.9964963,-64.9672817
122,Armenia,ARM,C.W. OF IND. STATES ,1994,400.5155938,0,3283664,40.7696272,44.6736646
123,Armenia,ARM,C.W. OF IND. STATES ,1996,504.0598426,5,3168213,40.7696272,44.6736646
124,Armenia,ARM,C.W. OF IND. STATES ,1998,609.1716537,0,3108691,40.7696272,44.6736646
125,Armenia,ARM,C.W. OF IND. STATES ,2000,622.7409229,1,3069597,40.7696272,44.6736646
126,Armenia,ARM,C.W. OF IND. STATES ,2002,783.241215,0,3033976,40.7696272,44.6736646
127,Armenia,ARM,C.W. OF IND. STATES ,2004,1191.921006,0,3000715,40.7696272,44.6736646
128,Armenia,ARM,C.W. OF IND. STATES ,2006,2158.148074,0,2958301,40.7696272,44.6736646
129,Armenia,ARM,C.W. OF IND. STATES ,2008,4010.861381,6,2907615,40.7696272,44.6736646
130,Armenia,ARM,C.W. OF IND. STATES ,2010,3218.378299,0,2877314,40.7696272,44.6736646
131,Armenia,ARM,C.W. OF IND. STATES ,2012,3681.844691,4,2884239,40.7696272,44.6736646
132,Armenia,ARM,C.W. OF IND. STATES ,2014,3986.231624,0,2912403,40.7696272,44.6736646
133,Armenia,ARM,C.W. OF IND. STATES ,2016,3591.828052,9,2936147,40.7696272,44.6736646
163,Australia,AUS,OCEANIA                            ,1960,1807.78571,92,10276477,-24.7761086,134.755
164,Australia,AUS,OCEANIA                            ,1964,2128.068355,66,11167000,-24.7761086,134.755
165,Australia,AUS,OCEANIA                            ,1968,2720.082609,96,12009000,-24.7761086,134.755
166,Australia,AUS,OCEANIA                            ,1972,3943.787639,49,13177000,-24.7761086,134.755
167,Australia,AUS,OCEANIA                            ,1976,7476.748748,38,14033000,-24.7761086,134.755
168,Australia,AUS,OCEANIA                            ,1980,10194.39454,27,14692000,-24.7761086,134.755
169,Australia,AUS,OCEANIA                            ,1984,12431.94585,80,15544000,-24.7761086,134.755
170,Australia,AUS,OCEANIA                            ,1988,14254.51356,77,16532200,-24.7761086,134.755
171,Australia,AUS,OCEANIA                            ,1992,18570.12046,112,17495000,-24.7761086,134.755
172,Australia,AUS,OCEANIA                            ,1994,18046.13648,4,17855000,-24.7761086,134.755
173,Australia,AUS,OCEANIA                            ,1996,21861.32551,212,18311000,-24.7761086,134.755
174,Australia,AUS,OCEANIA                            ,1998,21318.96417,1,18711000,-24.7761086,134.755
175,Australia,AUS,OCEANIA                            ,2000,21679.24784,372,19153000,-24.7761086,134.755
176,Australia,AUS,OCEANIA                            ,2002,20082.48327,6,19651400,-24.7761086,134.755
177,Australia,AUS,OCEANIA                            ,2004,30430.67644,332,20127400,-24.7761086,134.755
178,Australia,AUS,OCEANIA                            ,2006,36044.92281,4,20697900,-24.7761086,134.755
179,Australia,AUS,OCEANIA                            ,2008,49601.65671,253,21249200,-24.7761086,134.755
180,Australia,AUS,OCEANIA                            ,2010,52022.1256,8,22031750,-24.7761086,134.755
181,Australia,AUS,OCEANIA                            ,2012,68012.1479,187,22733465,-24.7761086,134.755
182,Australia,AUS,OCEANIA                            ,2014,62510.79117,5,23475686,-24.7761086,134.755
183,Australia,AUS,OCEANIA                            ,2016,49971.13146,162,24190907,-24.7761086,134.755
197,Austria,AUT,WESTERN EUROPE                     ,1960,935.4604269,17,7047539,47.2,13.2
198,Austria,AUT,WESTERN EUROPE                     ,1964,1269.412583,36,7223801,47.2,13.2
199,Austria,AUT,WESTERN EUROPE                     ,1968,1677.673528,36,7415403,47.2,13.2
200,Austria,AUT,WESTERN EUROPE                     ,1972,2924.048879,13,7544201,47.2,13.2
201,Austria,AUT,WESTERN EUROPE                     ,1976,5678.386658,14,7565525,47.2,13.2
202,Austria,AUT,WESTERN EUROPE                     ,1980,10869.54649,26,7549433,47.2,13.2
203,Austria,AUT,WESTERN EUROPE                     ,1984,8991.06504,7,7561434,47.2,13.2
204,Austria,AUT,WESTERN EUROPE                     ,1988,17578.61894,26,7585317,47.2,13.2
205,Austria,AUT,WESTERN EUROPE                     ,1992,24880.16412,69,7840709,47.2,13.2
206,Austria,AUT,WESTERN EUROPE                     ,1994,25646.70066,19,7936118,47.2,13.2
207,Austria,AUT,WESTERN EUROPE                     ,1996,29809.07677,4,7959017,47.2,13.2
208,Austria,AUT,WESTERN EUROPE                     ,1998,27361.87511,31,7976789,47.2,13.2
209,Austria,AUT,WESTERN EUROPE                     ,2000,24564.45829,11,8011566,47.2,13.2
210,Austria,AUT,WESTERN EUROPE                     ,2002,26401.74546,30,8081957,47.2,13.2
211,Austria,AUT,WESTERN EUROPE                     ,2004,36821.52147,18,8171966,47.2,13.2
212,Austria,AUT,WESTERN EUROPE                     ,2006,40635.28182,69,8268641,47.2,13.2
213,Austria,AUT,WESTERN EUROPE                     ,2008,51708.76575,4,8321496,47.2,13.2
214,Austria,AUT,WESTERN EUROPE                     ,2010,46858.04327,57,8363404,47.2,13.2
215,Austria,AUT,WESTERN EUROPE                     ,2012,48567.69529,0,8429991,47.2,13.2
216,Austria,AUT,WESTERN EUROPE                     ,2014,51717.49594,47,8546356,47.2,13.2
217,Austria,AUT,WESTERN EUROPE                     ,2016,45276.83144,2,8736668,47.2,13.2
218,Azerbaijan,AZE,C.W. OF IND. STATES ,1996,409.1631891,2,7763000,40.3936294,47.7872508
219,Azerbaijan,AZE,C.W. OF IND. STATES ,1998,561.9068079,0,7913000,40.3936294,47.7872508
220,Azerbaijan,AZE,C.W. OF IND. STATES ,2000,655.1199452,7,8048600,40.3936294,47.7872508
221,Azerbaijan,AZE,C.W. OF IND. STATES ,2002,763.080638,0,8171950,40.3936294,47.7872508
222,Azerbaijan,AZE,C.W. OF IND. STATES ,2004,1045.009379,7,8306500,40.3936294,47.7872508
223,Azerbaijan,AZE,C.W. OF IND. STATES ,2006,2473.081819,0,8484550,40.3936294,47.7872508
224,Azerbaijan,AZE,C.W. OF IND. STATES ,2008,5574.603802,11,8763400,40.3936294,47.7872508
225,Azerbaijan,AZE,C.W. OF IND. STATES ,2010,5843.533768,0,9054332,40.3936294,47.7872508
226,Azerbaijan,AZE,C.W. OF IND. STATES ,2012,7496.294648,16,9295784,40.3936294,47.7872508
227,Azerbaijan,AZE,C.W. OF IND. STATES ,2014,7891.313147,0,9535079,40.3936294,47.7872508
228,Azerbaijan,AZE,C.W. OF IND. STATES ,2016,3880.738731,27,9757812,40.3936294,47.7872508
266,Burundi,BDI,SUB-SAHARAN AFRICA                 ,1996,143.4023238,3,6060110,-3.4264997,29.932395
267,Burundi,BDI,SUB-SAHARAN AFRICA                 ,2000,136.4639708,0,6378871,-3.4264997,29.932395
268,Burundi,BDI,SUB-SAHARAN AFRICA                 ,2004,128.3367028,0,7131688,-3.4264997,29.932395
269,Burundi,BDI,SUB-SAHARAN AFRICA                 ,2008,198.3528517,0,8126104,-3.4264997,29.932395
270,Burundi,BDI,SUB-SAHARAN AFRICA                 ,2012,252.3588663,0,9245992,-3.4264997,29.932395
271,Burundi,BDI,SUB-SAHARAN AFRICA                 ,2016,282.1930285,2,10488002,-3.4264997,29.932395
284,Belgium,BEL,WESTERN EUROPE                     ,1960,1273.691659,6,9153489,50.6402809,4.6667145
285,Belgium,BEL,WESTERN EUROPE                     ,1964,1701.846276,7,9378113,50.6402809,4.6667145
286,Belgium,BEL,WESTERN EUROPE                     ,1968,2222.361511,4,9618756,50.6402809,4.6667145
287,Belgium,BEL,WESTERN EUROPE                     ,1972,3831.6319,4,9711115,50.6402809,4.6667145
288,Belgium,BEL,WESTERN EUROPE                     ,1976,7243.047341,12,9818227,50.6402809,4.6667145
289,Belgium,BEL,WESTERN EUROPE                     ,1980,12864.00257,3,9859242,50.6402809,4.6667145
290,Belgium,BEL,WESTERN EUROPE                     ,1984,8457.268803,9,9855372,50.6402809,4.6667145
291,Belgium,BEL,WESTERN EUROPE                     ,1988,16391.09383,2,9901664,50.6402809,4.6667145
292,Belgium,BEL,WESTERN EUROPE                     ,1992,23372.61917,4,10045158,50.6402809,4.6667145
293,Belgium,BEL,WESTERN EUROPE                     ,1994,24208.55479,0,10115603,50.6402809,4.6667145
294,Belgium,BEL,WESTERN EUROPE                     ,1996,27489.55518,12,10156637,50.6402809,4.6667145
295,Belgium,BEL,WESTERN EUROPE                     ,1998,25338.44329,1,10203008,50.6402809,4.6667145
296,Belgium,BEL,WESTERN EUROPE                     ,2000,23041.53473,10,10251250,50.6402809,4.6667145
297,Belgium,BEL,WESTERN EUROPE                     ,2002,24887.56133,0,10332785,50.6402809,4.6667145
298,Belgium,BEL,WESTERN EUROPE                     ,2004,35364.37533,5,10421137,50.6402809,4.6667145
299,Belgium,BEL,WESTERN EUROPE                     ,2006,38672.70594,0,10547958,50.6402809,4.6667145
300,Belgium,BEL,WESTERN EUROPE                     ,2008,48106.89292,11,10709973,50.6402809,4.6667145
301,Belgium,BEL,WESTERN EUROPE                     ,2010,44141.87814,0,10895586,50.6402809,4.6667145
302,Belgium,BEL,WESTERN EUROPE                     ,2012,44673.11588,4,11106932,50.6402809,4.6667145
303,Belgium,BEL,WESTERN EUROPE                     ,2014,47700.54036,0,11209057,50.6402809,4.6667145
304,Belgium,BEL,WESTERN EUROPE                     ,2016,41984.10303,42,11331422,50.6402809,4.6667145
305,Benin,BEN,SUB-SAHARAN AFRICA                 ,1972,134.8195851,0,3043563,9.5293472,2.2584408
306,Benin,BEN,SUB-SAHARAN AFRICA                 ,1980,378.0443051,0,3717161,9.5293472,2.2584408
307,Benin,BEN,SUB-SAHARAN AFRICA                 ,1984,252.869785,0,4156819,9.5293472,2.2584408
308,Benin,BEN,SUB-SAHARAN AFRICA                 ,1988,346.7366313,0,4672844,9.5293472,2.2584408
309,Benin,BEN,SUB-SAHARAN AFRICA                 ,1992,317.962736,0,5331805,9.5293472,2.2584408
310,Benin,BEN,SUB-SAHARAN AFRICA                 ,1996,387.4320753,0,6094272,9.5293472,2.2584408
311,Benin,BEN,SUB-SAHARAN AFRICA                 ,2000,512.6739185,0,6865946,9.5293472,2.2584408
312,Benin,BEN,SUB-SAHARAN AFRICA                 ,2004,798.7442556,0,7750003,9.5293472,2.2584408
313,Benin,BEN,SUB-SAHARAN AFRICA                 ,2008,1125.426029,0,8696915,9.5293472,2.2584408
314,Benin,BEN,SUB-SAHARAN AFRICA                 ,2012,1145.140019,0,9729254,9.5293472,2.2584408
315,Benin,BEN,SUB-SAHARAN AFRICA                 ,2016,1087.287304,0,10872072,9.5293472,2.2584408
350,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,1994,319.012792,0,3936527,44.3053476,17.5961467
351,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,1996,740.0996865,0,3764419,44.3053476,17.5961467
352,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,1998,1102.390688,0,3734338,44.3053476,17.5961467
353,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,2000,1467.776477,0,3751176,44.3053476,17.5961467
354,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,2002,1769.198887,0,3759389,44.3053476,17.5961467
355,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,2004,2814.999895,0,3764194,44.3053476,17.5961467
356,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,2006,3416.51241,0,3765422,44.3053476,17.5961467
357,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,2008,5090.945905,0,3754261,44.3053476,17.5961467
358,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,2010,4635.510273,0,3705478,44.3053476,17.5961467
359,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,2012,4778.636088,0,3604972,44.3053476,17.5961467
360,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,2014,5329.631984,0,3482106,44.3053476,17.5961467
361,Bosnia and Herzegovina,BIH,EASTERN EUROPE                     ,2016,4994.68904,0,3386263,44.3053476,17.5961467
374,Belarus,BLR,C.W. OF IND. STATES ,1994,1739.806395,4,10227000,53.4250605,27.6971358
375,Belarus,BLR,C.W. OF IND. STATES ,1996,1452.445488,31,10160000,53.4250605,27.6971358
376,Belarus,BLR,C.W. OF IND. STATES ,1998,1515.976717,2,10069000,53.4250605,27.6971358
377,Belarus,BLR,C.W. OF IND. STATES ,2000,1276.493985,36,9979610,53.4250605,27.6971358
378,Belarus,BLR,C.W. OF IND. STATES ,2002,1479.314583,1,9865548,53.4250605,27.6971358
379,Belarus,BLR,C.W. OF IND. STATES ,2004,2378.623286,24,9730146,53.4250605,27.6971358
380,Belarus,BLR,C.W. OF IND. STATES ,2006,3847.434124,2,9604924,53.4250605,27.6971358
381,Belarus,BLR,C.W. OF IND. STATES ,2008,6377.369732,50,9527985,53.4250605,27.6971358
382,Belarus,BLR,C.W. OF IND. STATES ,2010,6029.3968,6,9490583,53.4250605,27.6971358
383,Belarus,BLR,C.W. OF IND. STATES ,2012,6940.159254,41,9464495,53.4250605,27.6971358
384,Belarus,BLR,C.W. OF IND. STATES ,2014,8318.51269,16,9474511,53.4250605,27.6971358
385,Belarus,BLR,C.W. OF IND. STATES ,2016,5022.626643,18,9501534,53.4250605,27.6971358
392,Bolivia,BOL,LATIN AMER. & CARIB    ,1964,136.312362,0,3957759,-17.0568696,-64.9912286
393,Bolivia,BOL,LATIN AMER. & CARIB    ,1968,199.6295674,0,4297522,-17.0568696,-64.9912286
394,Bolivia,BOL,LATIN AMER. & CARIB    ,1972,268.5840154,0,4682392,-17.0568696,-64.9912286
395,Bolivia,BOL,LATIN AMER. & CARIB    ,1976,534.2732859,0,5113458,-17.0568696,-64.9912286
396,Bolivia,BOL,LATIN AMER. & CARIB    ,1980,811.2852993,0,5579932,-17.0568696,-64.9912286
397,Bolivia,BOL,LATIN AMER. & CARIB    ,1984,1019.057257,0,6054126,-17.0568696,-64.9912286
398,Bolivia,BOL,LATIN AMER. & CARIB    ,1988,698.6920028,0,6580318,-17.0568696,-64.9912286
399,Bolivia,BOL,LATIN AMER. & CARIB    ,1992,788.15232,0,7160917,-17.0568696,-64.9912286
400,Bolivia,BOL,LATIN AMER. & CARIB    ,1996,950.8563862,0,7779268,-17.0568696,-64.9912286
401,Bolivia,BOL,LATIN AMER. & CARIB    ,2000,997.5817489,0,8418270,-17.0568696,-64.9912286
402,Bolivia,BOL,LATIN AMER. & CARIB    ,2004,967.4064586,0,9069044,-17.0568696,-64.9912286
403,Bolivia,BOL,LATIN AMER. & CARIB    ,2008,1715.208393,0,9721457,-17.0568696,-64.9912286
404,Bolivia,BOL,LATIN AMER. & CARIB    ,2012,2609.880562,0,10377677,-17.0568696,-64.9912286
405,Bolivia,BOL,LATIN AMER. & CARIB    ,2016,3076.656439,0,11031822,-17.0568696,-64.9912286
424,Brazil,BRA,LATIN AMER. & CARIB    ,1960,210.1098732,13,72179235,-10.3333333,-53.2
425,Brazil,BRA,LATIN AMER. & CARIB    ,1964,261.6666163,12,81064572,-10.3333333,-53.2
426,Brazil,BRA,LATIN AMER. & CARIB    ,1968,374.7867754,5,90387079,-10.3333333,-53.2
427,Brazil,BRA,LATIN AMER. & CARIB    ,1972,586.2143756,2,99859388,-10.3333333,-53.2
428,Brazil,BRA,LATIN AMER. & CARIB    ,1976,1390.624912,3,109790943,-10.3333333,-53.2
429,Brazil,BRA,LATIN AMER. & CARIB    ,1980,1947.276382,17,120694012,-10.3333333,-53.2
430,Brazil,BRA,LATIN AMER. & CARIB    ,1984,1578.926405,71,132383569,-10.3333333,-53.2
431,Brazil,BRA,LATIN AMER. & CARIB    ,1988,2300.376812,42,143627505,-10.3333333,-53.2
432,Brazil,BRA,LATIN AMER. & CARIB    ,1992,2596.919842,41,154259382,-10.3333333,-53.2
433,Brazil,BRA,LATIN AMER. & CARIB    ,1994,3500.611468,0,159432717,-10.3333333,-53.2
434,Brazil,BRA,LATIN AMER. & CARIB    ,1996,5166.163933,88,164614682,-10.3333333,-53.2
435,Brazil,BRA,LATIN AMER. & CARIB    ,1998,5087.152131,0,169785253,-10.3333333,-53.2
436,Brazil,BRA,LATIN AMER. & CARIB    ,2000,3749.753271,60,174790339,-10.3333333,-53.2
437,Brazil,BRA,LATIN AMER. & CARIB    ,2002,2829.283145,0,179537523,-10.3333333,-53.2
438,Brazil,BRA,LATIN AMER. & CARIB    ,2004,3637.462429,95,184006479,-10.3333333,-53.2
439,Brazil,BRA,LATIN AMER. & CARIB    ,2006,5886.463682,0,188167353,-10.3333333,-53.2
440,Brazil,BRA,LATIN AMER. & CARIB    ,2008,8831.023117,140,192030362,-10.3333333,-53.2
441,Brazil,BRA,LATIN AMER. & CARIB    ,2010,11286.2429,0,195713637,-10.3333333,-53.2
442,Brazil,BRA,LATIN AMER. & CARIB    ,2012,12370.02445,121,199287292,-10.3333333,-53.2
443,Brazil,BRA,LATIN AMER. & CARIB    ,2014,12112.58767,0,202763744,-10.3333333,-53.2
444,Brazil,BRA,LATIN AMER. & CARIB    ,2016,8710.096774,130,206163056,-10.3333333,-53.2
445,Bahrain,BRN,MIDDLE EAST                          ,1984,17337.02648,0,218176,26.1551249,50.5344606
446,Bahrain,BRN,MIDDLE EAST                          ,1988,11009.25739,0,244405,26.1551249,50.5344606
447,Bahrain,BRN,MIDDLE EAST                          ,1992,15274.66771,0,273888,26.1551249,50.5344606
448,Bahrain,BRN,MIDDLE EAST                          ,1996,16793.39123,0,304620,26.1551249,50.5344606
449,Bahrain,BRN,MIDDLE EAST                          ,2000,18012.50219,0,333166,26.1551249,50.5344606
450,Bahrain,BRN,MIDDLE EAST                          ,2004,21902.02712,0,359434,26.1551249,50.5344606
451,Bahrain,BRN,MIDDLE EAST                          ,2008,37934.67645,0,379418,26.1551249,50.5344606
452,Bahrain,BRN,MIDDLE EAST                          ,2012,47739.55769,1,398997,26.1551249,50.5344606
453,Bahrain,BRN,MIDDLE EAST                          ,2016,27158.40565,5,419791,26.1551249,50.5344606
528,Canada,CAN,NORTHERN AMERICA                   ,1960,2259.294285,62,17909009,61.0666922,-107.991707
529,Canada,CAN,NORTHERN AMERICA                   ,1964,2555.111146,28,19325000,61.0666922,-107.991707
530,Canada,CAN,NORTHERN AMERICA                   ,1968,3462.678872,42,20744000,61.0666922,-107.991707
531,Canada,CAN,NORTHERN AMERICA                   ,1972,5089.587902,15,22218463,61.0666922,-107.991707
532,Canada,CAN,NORTHERN AMERICA                   ,1976,8809.26466,38,23449808,61.0666922,-107.991707
533,Canada,CAN,NORTHERN AMERICA                   ,1980,11170.56397,3,24515667,61.0666922,-107.991707
534,Canada,CAN,NORTHERN AMERICA                   ,1984,13877.91708,170,25607053,61.0666922,-107.991707
535,Canada,CAN,NORTHERN AMERICA                   ,1988,18936.9641,44,26791747,61.0666922,-107.991707
536,Canada,CAN,NORTHERN AMERICA                   ,1992,20879.84833,177,28371264,61.0666922,-107.991707
537,Canada,CAN,NORTHERN AMERICA                   ,1994,19935.38146,72,29000663,61.0666922,-107.991707
538,Canada,CAN,NORTHERN AMERICA                   ,1996,21227.34753,96,29610218,61.0666922,-107.991707
539,Canada,CAN,NORTHERN AMERICA                   ,1998,21024.58507,105,30155173,61.0666922,-107.991707
540,Canada,CAN,NORTHERN AMERICA                   ,2000,24271.00206,43,30685730,61.0666922,-107.991707
541,Canada,CAN,NORTHERN AMERICA                   ,2002,24255.33858,185,31360079,61.0666922,-107.991707
542,Canada,CAN,NORTHERN AMERICA                   ,2004,32143.68141,33,31940655,61.0666922,-107.991707
543,Canada,CAN,NORTHERN AMERICA                   ,2006,40504.06073,157,32571174,61.0666922,-107.991707
544,Canada,CAN,NORTHERN AMERICA                   ,2008,46710.50558,70,33247118,61.0666922,-107.991707
545,Canada,CAN,NORTHERN AMERICA                   ,2010,47562.08343,239,34004889,61.0666922,-107.991707
546,Canada,CAN,NORTHERN AMERICA                   ,2012,52669.08996,78,34714222,61.0666922,-107.991707
547,Canada,CAN,NORTHERN AMERICA                   ,2014,50955.99832,226,35437435,61.0666922,-107.991707
548,Canada,CAN,NORTHERN AMERICA                   ,2016,42315.60371,81,36109487,61.0666922,-107.991707
603,Chile,CHI,LATIN AMER. & CARIB    ,1998,40584.82851,0,146500,-31.7613365,-71.3187697
604,Chile,CHI,LATIN AMER. & CARIB    ,2000,43382.82685,17,148439,-31.7613365,-71.3187697
605,Chile,CHI,LATIN AMER. & CARIB    ,2002,44545.92231,0,149591,-31.7613365,-71.3187697
606,Chile,CHI,LATIN AMER. & CARIB    ,2004,56751.12694,10,150722,-31.7613365,-71.3187697
607,Chile,CHI,LATIN AMER. & CARIB    ,2006,63243.37383,0,152999,-31.7613365,-71.3187697
617,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,1980,194.8047222,0,981235000,35.000074,104.999927
618,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,1984,250.713969,135,1036825000,35.000074,104.999927
619,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,1988,283.5376952,80,1101630000,35.000074,104.999927
620,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,1992,366.4606923,169,1164970000,35.000074,104.999927
621,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,1994,473.4922787,4,1191835000,35.000074,104.999927
622,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,1996,709.4137551,214,1217550000,35.000074,104.999927
623,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,1998,828.5804793,23,1241935000,35.000074,104.999927
624,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,2000,959.3724836,180,1262645000,35.000074,104.999927
625,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,2002,1148.50829,25,1280400000,35.000074,104.999927
626,China,CHN,ASIA (EXCLUDING MIDDLE EAST)         ,2004,1508.668098,225,1296075000,35.000074,104.999927
