,Country,NOC,Region,Year,Per Capita GDP,Total Medals,Population,lat,lon
2144,Namibia,NAM,SUB-SAHARAN AFRICA                 ,2000,2185.604112,0,1794583,-23.2335499,17.3231107
2145,Namibia,NAM,SUB-SAHARAN AFRICA                 ,2004,3464.418222,0,1907737,-23.2335499,17.3231107
2146,Namibia,NAM,SUB-SAHARAN AFRICA                 ,2008,4212.367195,0,2043382,-23.2335499,17.3231107
2147,Namibia,NAM,SUB-SAHARAN AFRICA                 ,2012,5942.29274,0,2194777,-23.2335499,17.3231107
2148,Namibia,NAM,SUB-SAHARAN AFRICA                 ,2016,4546.986687,0,2358044,-23.2335499,17.3231107
2255,Norway,NOR,WESTERN EUROPE                     ,1960,1441.75566,27,3581239,60.5000209,9.0999715
2256,Norway,NOR,WESTERN EUROPE                     ,1964,1937.884614,27,3694339,60.5000209,9.0999715
2257,Norway,NOR,WESTERN EUROPE                     ,1968,2662.117492,69,3816486,60.5000209,9.0999715
2258,Norway,NOR,WESTERN EUROPE                     ,1972,4413.575692,43,3933004,60.5000209,9.0999715
2259,Norway,NOR,WESTERN EUROPE                     ,1976,8927.201627,36,4026152,60.5000209,9.0999715
2260,Norway,NOR,WESTERN EUROPE                     ,1980,15772.24091,22,4085620,60.5000209,9.0999715
2261,Norway,NOR,WESTERN EUROPE                     ,1984,14989.48577,37,4140099,60.5000209,9.0999715
2262,Norway,NOR,WESTERN EUROPE                     ,1988,24207.28147,63,4209488,60.5000209,9.0999715
2263,Norway,NOR,WESTERN EUROPE                     ,1992,30523.98506,99,4286401,60.5000209,9.0999715
2264,Norway,NOR,WESTERN EUROPE                     ,1994,29315.84191,63,4336613,60.5000209,9.0999715
2265,Norway,NOR,WESTERN EUROPE                     ,1996,37321.9742,30,4381336,60.5000209,9.0999715
2266,Norway,NOR,WESTERN EUROPE                     ,1998,34788.35985,81,4431464,60.5000209,9.0999715
2267,Norway,NOR,WESTERN EUROPE                     ,2000,38131.46061,87,4490967,60.5000209,9.0999715
2268,Norway,NOR,WESTERN EUROPE                     ,2002,43084.47247,98,4538159,60.5000209,9.0999715
2269,Norway,NOR,WESTERN EUROPE                     ,2004,57603.83602,17,4591910,60.5000209,9.0999715
2270,Norway,NOR,WESTERN EUROPE                     ,2006,74148.32008,36,4660677,60.5000209,9.0999715
2271,Norway,NOR,WESTERN EUROPE                     ,2008,96944.09561,59,4768212,60.5000209,9.0999715
2272,Norway,NOR,WESTERN EUROPE                     ,2010,87693.79007,85,4889252,60.5000209,9.0999715
2273,Norway,NOR,WESTERN EUROPE                     ,2012,101524.1419,48,5018573,60.5000209,9.0999715
2274,Norway,NOR,WESTERN EUROPE                     ,2014,97019.18275,77,5137232,60.5000209,9.0999715
2275,Norway,NOR,WESTERN EUROPE                     ,2016,70460.56053,19,5234519,60.5000209,9.0999715
2280,Nauru,NRU,OCEANIA                            ,2012,9562.667866,0,10136,-0.5252306,166.9324426
2281,Nauru,NRU,OCEANIA                            ,2016,9555.79043,0,10474,-0.5252306,166.9324426
2291,New Zealand,NZL,OCEANIA                            ,1960,2312.949992,7,2371800,-41.5000831,172.8344077
2292,New Zealand,NZL,OCEANIA                            ,1964,2813.546976,14,2585400,-41.5000831,172.8344077
2293,New Zealand,NZL,OCEANIA                            ,1968,1885.156152,17,2748100,-41.5000831,172.8344077
2294,New Zealand,NZL,OCEANIA                            ,1972,3294.648943,36,2903900,-41.5000831,172.8344077
2295,New Zealand,NZL,OCEANIA                            ,1976,4373.840998,56,3110500,-41.5000831,172.8344077
2296,New Zealand,NZL,OCEANIA                            ,1980,7467.168038,0,3112900,-41.5000831,172.8344077
2297,New Zealand,NZL,OCEANIA                            ,1984,6713.760131,56,3227100,-41.5000831,172.8344077
2298,New Zealand,NZL,OCEANIA                            ,1988,13759.15563,36,3283400,-41.5000831,172.8344077
2299,New Zealand,NZL,OCEANIA                            ,1992,11793.13924,28,3531700,-41.5000831,172.8344077
2300,New Zealand,NZL,OCEANIA                            ,1994,15280.31278,0,3620000,-41.5000831,172.8344077
2301,New Zealand,NZL,OCEANIA                            ,1996,18794.43604,17,3732000,-41.5000831,172.8344077
2302,New Zealand,NZL,OCEANIA                            ,1998,14738.44557,0,3815000,-41.5000831,172.8344077
2303,New Zealand,NZL,OCEANIA                            ,2000,13641.10272,6,3857700,-41.5000831,172.8344077
2304,New Zealand,NZL,OCEANIA                            ,2002,16874.18749,0,3948500,-41.5000831,172.8344077
2305,New Zealand,NZL,OCEANIA                            ,2004,25420.23488,16,4087500,-41.5000831,172.8344077
2306,New Zealand,NZL,OCEANIA                            ,2006,26654.5932,0,4184600,-41.5000831,172.8344077
2307,New Zealand,NZL,OCEANIA                            ,2008,31252.96256,25,4259800,-41.5000831,172.8344077
2308,New Zealand,NZL,OCEANIA                            ,2010,33676.77412,0,4350700,-41.5000831,172.8344077
2309,New Zealand,NZL,OCEANIA                            ,2012,39973.38076,48,4408100,-41.5000831,172.8344077
2310,New Zealand,NZL,OCEANIA                            ,2014,44572.89875,0,4516500,-41.5000831,172.8344077
2311,New Zealand,NZL,OCEANIA                            ,2016,40080.49411,73,4714100,-41.5000831,172.8344077
2324,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,1960,83.33794593,40,44988690,30.3308401,71.247499
2325,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,1964,104.8802176,32,49627623,30.3308401,71.247499
2326,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,1968,145.9456727,39,55102690,30.3308401,71.247499
2327,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,1972,153.3840396,30,61381982,30.3308401,71.247499
2328,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,1976,191.3010842,16,68834324,30.3308401,71.247499
2329,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,1984,349.1820502,48,89213708,30.3308401,71.247499
2330,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,1988,379.4545167,1,101389603,30.3308401,71.247499
2331,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,1992,429.1469022,16,113911126,30.3308401,71.247499
2332,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,1996,497.2161314,0,127349293,30.3308401,71.247499
2333,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,2000,576.1955804,0,142343583,30.3308401,71.247499
2334,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,2004,687.8364127,0,156664698,30.3308401,71.247499
2335,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,2008,990.8466112,0,171648984,30.3308401,71.247499
2336,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,2010,987.409712,0,179424643,30.3308401,71.247499
2337,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,2012,1198.117637,0,187280125,30.3308401,71.247499
2338,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,2014,1251.175719,0,195305012,30.3308401,71.247499
2339,Pakistan,PAK,ASIA (EXCLUDING MIDDLE EAST)         ,2016,1368.426961,0,203631356,30.3308401,71.247499
2343,Panama,PAN,LATIN AMER. & CARIB    ,1960,474.0906704,0,1133005,8.559559,-81.1308434
2344,Panama,PAN,LATIN AMER. & CARIB    ,1964,608.1004849,0,1276331,8.559559,-81.1308434
2345,Panama,PAN,LATIN AMER. & CARIB    ,1968,775.6393081,0,1434676,8.559559,-81.1308434
2346,Panama,PAN,LATIN AMER. & CARIB    ,1972,1040.810314,0,1607797,8.559559,-81.1308434
2347,Panama,PAN,LATIN AMER. & CARIB    ,1976,1444.748181,0,1791389,8.559559,-81.1308434
2348,Panama,PAN,LATIN AMER. & CARIB    ,1984,2849.053877,0,2170330,8.559559,-81.1308434
2349,Panama,PAN,LATIN AMER. & CARIB    ,1988,2492.144328,0,2368556,8.559559,-81.1308434
2350,Panama,PAN,LATIN AMER. & CARIB    ,1992,3122.087316,0,2575949,8.559559,-81.1308434
2351,Panama,PAN,LATIN AMER. & CARIB    ,1996,3529.852222,0,2796291,8.559559,-81.1308434
2352,Panama,PAN,LATIN AMER. & CARIB    ,2000,4060.317793,0,3030333,8.559559,-81.1308434
2353,Panama,PAN,LATIN AMER. & CARIB    ,2004,4592.152614,0,3269356,8.559559,-81.1308434
2354,Panama,PAN,LATIN AMER. & CARIB    ,2008,7154.274496,3,3516204,8.559559,-81.1308434
2355,Panama,PAN,LATIN AMER. & CARIB    ,2012,10722.25235,0,3770635,8.559559,-81.1308434
2356,Panama,PAN,LATIN AMER. & CARIB    ,2016,14343.98139,0,4037073,8.559559,-81.1308434
2375,Peru,PER,LATIN AMER. & CARIB    ,1960,253.2649213,0,10155011,-6.8699697,-75.0458515
2376,Peru,PER,LATIN AMER. & CARIB    ,1964,382.7439648,0,11383364,-6.8699697,-75.0458515
2377,Peru,PER,LATIN AMER. & CARIB    ,1968,450.4014675,0,12735491,-6.8699697,-75.0458515
2378,Peru,PER,LATIN AMER. & CARIB    ,1972,646.1428162,0,14221954,-6.8699697,-75.0458515
2379,Peru,PER,LATIN AMER. & CARIB    ,1976,1006.890862,0,15838568,-6.8699697,-75.0458515
2380,Peru,PER,LATIN AMER. & CARIB    ,1980,1033.418632,0,17547612,-6.8699697,-75.0458515
2381,Peru,PER,LATIN AMER. & CARIB    ,1984,910.9674658,2,19319746,-6.8699697,-75.0458515
2382,Peru,PER,LATIN AMER. & CARIB    ,1988,729.8761993,24,21153462,-6.8699697,-75.0458515
2383,Peru,PER,LATIN AMER. & CARIB    ,1992,1566.011279,2,22966822,-6.8699697,-75.0458515
2384,Peru,PER,LATIN AMER. & CARIB    ,1996,2232.075816,0,24753825,-6.8699697,-75.0458515
2385,Peru,PER,LATIN AMER. & CARIB    ,2000,1955.588006,0,26459944,-6.8699697,-75.0458515
2386,Peru,PER,LATIN AMER. & CARIB    ,2004,2417.034363,0,27624226,-6.8699697,-75.0458515
2387,Peru,PER,LATIN AMER. & CARIB    ,2008,4220.616378,0,28562321,-6.8699697,-75.0458515
2388,Peru,PER,LATIN AMER. & CARIB    ,2010,5082.353706,0,29027680,-6.8699697,-75.0458515
2389,Peru,PER,LATIN AMER. & CARIB    ,2012,6528.971775,0,29506790,-6.8699697,-75.0458515
2390,Peru,PER,LATIN AMER. & CARIB    ,2014,6672.877373,0,30090372,-6.8699697,-75.0458515
2391,Peru,PER,LATIN AMER. & CARIB    ,2016,6204.996457,0,30926036,-6.8699697,-75.0458515
2420,Palau,PLW,OCEANIA                            ,2000,7657.951214,0,19104,5.3783537,132.9102573
2421,Palau,PLW,OCEANIA                            ,2004,8317.113942,0,19861,5.3783537,132.9102573
2422,Palau,PLW,OCEANIA                            ,2008,10598.88283,0,18708,5.3783537,132.9102573
2423,Palau,PLW,OCEANIA                            ,2012,12044.10547,0,17635,5.3783537,132.9102573
2424,Palau,PLW,OCEANIA                            ,2016,16653.42589,0,17718,5.3783537,132.9102573
2425,Papua New Guinea,PNG,OCEANIA                            ,1976,469.5461972,0,3219825,-5.6816069,144.2489081
2426,Papua New Guinea,PNG,OCEANIA                            ,1984,641.9915399,0,3975950,-5.6816069,144.2489081
2427,Papua New Guinea,PNG,OCEANIA                            ,1988,831.0329102,0,4399320,-5.6816069,144.2489081
2428,Papua New Guinea,PNG,OCEANIA                            ,1992,905.249168,0,4836216,-5.6816069,144.2489081
2429,Papua New Guinea,PNG,OCEANIA                            ,1996,970.0904769,0,5314258,-5.6816069,144.2489081
2430,Papua New Guinea,PNG,OCEANIA                            ,2000,602.1864903,0,5847590,-5.6816069,144.2489081
2431,Papua New Guinea,PNG,OCEANIA                            ,2004,618.0367032,0,6354247,-5.6816069,144.2489081
2432,Papua New Guinea,PNG,OCEANIA                            ,2008,1672.951024,0,6976200,-5.6816069,144.2489081
2433,Papua New Guinea,PNG,OCEANIA                            ,2012,2790.676303,0,7631003,-5.6816069,144.2489081
2434,Papua New Guinea,PNG,OCEANIA                            ,2016,2509.629637,0,8271766,-5.6816069,144.2489081
2451,Poland,POL,EASTERN EUROPE                     ,1992,2459.020685,78,38363667,52.215933,19.134422
2452,Poland,POL,EASTERN EUROPE                     ,1994,2874.825311,0,38542652,52.215933,19.134422
2453,Poland,POL,EASTERN EUROPE                     ,1996,4147.465501,44,38624370,52.215933,19.134422
2454,Poland,POL,EASTERN EUROPE                     ,1998,4518.108226,0,38663481,52.215933,19.134422
2455,Poland,POL,EASTERN EUROPE                     ,2000,4501.454067,48,38258629,52.215933,19.134422
2456,Poland,POL,EASTERN EUROPE                     ,2002,5207.171421,3,38230364,52.215933,19.134422
2457,Poland,POL,EASTERN EUROPE                     ,2004,6681.386472,22,38182222,52.215933,19.134422
2458,Poland,POL,EASTERN EUROPE                     ,2006,9035.410467,3,38141267,52.215933,19.134422
2459,Poland,POL,EASTERN EUROPE                     ,2008,13996.02515,45,38125759,52.215933,19.134422
2460,Poland,POL,EASTERN EUROPE                     ,2010,12613.011,13,38042794,52.215933,19.134422
2461,Poland,POL,EASTERN EUROPE                     ,2012,13097.27085,18,38063164,52.215933,19.134422
2462,Poland,POL,EASTERN EUROPE                     ,2014,14271.30585,23,38011735,52.215933,19.134422
2463,Poland,POL,EASTERN EUROPE                     ,2016,12447.43959,25,37970087,52.215933,19.134422
2529,Qatar,QAT,MIDDLE EAST                          ,1984,19645.31466,0,341272,25.3336984,51.2295295
2530,Qatar,QAT,MIDDLE EAST                          ,1988,13611.44569,0,443611,25.3336984,51.2295295
2531,Qatar,QAT,MIDDLE EAST                          ,1992,15434.21009,1,495403,25.3336984,51.2295295
2532,Qatar,QAT,MIDDLE EAST                          ,1996,17337.42187,0,522531,25.3336984,51.2295295
2533,Qatar,QAT,MIDDLE EAST                          ,2000,29976.16763,1,592467,25.3336984,51.2295295
2534,Qatar,QAT,MIDDLE EAST                          ,2004,42124.94084,0,753332,25.3336984,51.2295295
2535,Qatar,QAT,MIDDLE EAST                          ,2008,80234.19083,0,1436670,25.3336984,51.2295295
2536,Qatar,QAT,MIDDLE EAST                          ,2012,85075.98654,2,2196078,25.3336984,51.2295295
2537,Qatar,QAT,MIDDLE EAST                          ,2016,57162.96801,2,2654379,25.3336984,51.2295295
2555,Romania,ROU,EASTERN EUROPE                     ,1988,1769.889931,108,23057662,45.9852129,24.6859225
2556,Romania,ROU,EASTERN EUROPE                     ,1992,1102.103785,100,22794284,45.9852129,24.6859225
2557,Romania,ROU,EASTERN EUROPE                     ,1994,1323.104325,0,22730211,45.9852129,24.6859225
2558,Romania,ROU,EASTERN EUROPE                     ,1996,1633.010644,74,22619004,45.9852129,24.6859225
2559,Romania,ROU,EASTERN EUROPE                     ,1998,1852.467309,0,22507344,45.9852129,24.6859225
2560,Romania,ROU,EASTERN EUROPE                     ,2000,1659.90764,106,22442971,45.9852129,24.6859225
2561,Romania,ROU,EASTERN EUROPE                     ,2002,2119.882673,0,21730496,45.9852129,24.6859225
2562,Romania,ROU,EASTERN EUROPE                     ,2004,3494.944517,90,21451748,45.9852129,24.6859225
2563,Romania,ROU,EASTERN EUROPE                     ,2006,5757.496429,0,21193760,45.9852129,24.6859225
2564,Romania,ROU,EASTERN EUROPE                     ,2008,10435.04398,33,20537875,45.9852129,24.6859225
2565,Romania,ROU,EASTERN EUROPE                     ,2010,8214.076893,0,20246871,45.9852129,24.6859225
2566,Romania,ROU,EASTERN EUROPE                     ,2012,8507.104775,28,20058035,45.9852129,24.6859225
2567,Romania,ROU,EASTERN EUROPE                     ,2014,10043.67745,0,19908979,45.9852129,24.6859225
2568,Romania,ROU,EASTERN EUROPE                     ,2016,9548.587403,26,19702267,45.9852129,24.6859225
2597,Russia,RUS,C.W. OF IND. STATES ,1994,2662.104034,87,148407912,64.6863136,97.7453061
2598,Russia,RUS,C.W. OF IND. STATES ,1996,2643.929196,232,148160129,64.6863136,97.7453061
2599,Russia,RUS,C.W. OF IND. STATES ,1998,1834.861843,112,147670784,64.6863136,97.7453061
2600,Russia,RUS,C.W. OF IND. STATES ,2000,1771.594059,386,146596869,64.6863136,97.7453061
2601,Russia,RUS,C.W. OF IND. STATES ,2002,2377.529577,55,145306497,64.6863136,97.7453061
2602,Russia,RUS,C.W. OF IND. STATES ,2004,4102.364833,331,144067316,64.6863136,97.7453061
2603,Russia,RUS,C.W. OF IND. STATES ,2006,6920.189125,85,143049637,64.6863136,97.7453061
2604,Russia,RUS,C.W. OF IND. STATES ,2008,11635.27293,274,142742366,64.6863136,97.7453061
2605,Russia,RUS,C.W. OF IND. STATES ,2010,10674.99578,42,142849468,64.6863136,97.7453061
2606,Russia,RUS,C.W. OF IND. STATES ,2012,15420.87454,279,143201721,64.6863136,97.7453061
2607,Russia,RUS,C.W. OF IND. STATES ,2014,14095.64874,156,143819667,64.6863136,97.7453061
2608,Russia,RUS,C.W. OF IND. STATES ,2016,8704.898413,247,144342397,64.6863136,97.7453061
2609,Rwanda,RWA,SUB-SAHARAN AFRICA                 ,1984,268.9232767,0,5902847,-1.9646631,30.0644358
2610,Rwanda,RWA,SUB-SAHARAN AFRICA                 ,1988,337.9554619,0,7088194,-1.9646631,30.0644358
2611,Rwanda,RWA,SUB-SAHARAN AFRICA                 ,1992,302.7386376,0,6702239,-1.9646631,30.0644358
2612,Rwanda,RWA,SUB-SAHARAN AFRICA                 ,1996,229.8867674,0,6013112,-1.9646631,30.0644358
2613,Rwanda,RWA,SUB-SAHARAN AFRICA                 ,2000,260.6011858,0,7933688,-1.9646631,30.0644358
2614,Rwanda,RWA,SUB-SAHARAN AFRICA                 ,2004,273.6336903,0,8680516,-1.9646631,30.0644358
2615,Rwanda,RWA,SUB-SAHARAN AFRICA                 ,2008,543.5453565,0,9524532,-1.9646631,30.0644358
2616,Rwanda,RWA,SUB-SAHARAN AFRICA                 ,2012,725.1697703,0,10549668,-1.9646631,30.0644358
2617,Rwanda,RWA,SUB-SAHARAN AFRICA                 ,2016,744.7607488,0,11668829,-1.9646631,30.0644358
2634,Senegal,SEN,SUB-SAHARAN AFRICA                 ,1964,332.0811554,0,3580241,14.4750607,-14.4529612
2635,Senegal,SEN,SUB-SAHARAN AFRICA                 ,1968,326.1957965,0,4014107,14.4750607,-14.4529612
2636,Senegal,SEN,SUB-SAHARAN AFRICA                 ,1972,358.3679264,0,4522886,14.4750607,-14.4529612
2637,Senegal,SEN,SUB-SAHARAN AFRICA                 ,1976,567.444141,0,5057375,14.4750607,-14.4529612
2638,Senegal,SEN,SUB-SAHARAN AFRICA                 ,1980,807.8059295,0,5583157,14.4750607,-14.4529612
2639,Senegal,SEN,SUB-SAHARAN AFRICA                 ,1984,555.1906931,0,6277420,14.4750607,-14.4529612
2640,Senegal,SEN,SUB-SAHARAN AFRICA                 ,1988,905.7090934,2,7086624,14.4750607,-14.4529612
2641,Senegal,SEN,SUB-SAHARAN AFRICA                 ,1992,972.4318336,0,7990090,14.4750607,-14.4529612
2642,Senegal,SEN,SUB-SAHARAN AFRICA                 ,1994,595.0300068,0,8461066,14.4750607,-14.4529612
2643,Senegal,SEN,SUB-SAHARAN AFRICA                 ,1996,735.9819092,0,8912872,14.4750607,-14.4529612
2644,Senegal,SEN,SUB-SAHARAN AFRICA                 ,2000,617.1556841,0,9797731,14.4750607,-14.4529612
2645,Senegal,SEN,SUB-SAHARAN AFRICA                 ,2004,937.4023096,0,10810086,14.4750607,-14.4529612
2646,Senegal,SEN,SUB-SAHARAN AFRICA                 ,2006,1031.379928,0,11382272,14.4750607,-14.4529612
2647,Senegal,SEN,SUB-SAHARAN AFRICA                 ,2008,1403.949385,0,12004700,14.4750607,-14.4529612
2648,Senegal,SEN,SUB-SAHARAN AFRICA                 ,2010,1271.583281,0,12678143,14.4750607,-14.4529612
2649,Senegal,SEN,SUB-SAHARAN AFRICA                 ,2012,1317.779802,0,13401990,14.4750607,-14.4529612
2650,Senegal,SEN,SUB-SAHARAN AFRICA                 ,2016,1269.903294,0,14993514,14.4750607,-14.4529612
2666,Sierra Leone,SLE,SUB-SAHARAN AFRICA                 ,1968,124.7574582,0,2644011,8.6400349,-11.8400269
2667,Sierra Leone,SLE,SUB-SAHARAN AFRICA                 ,1980,324.8303951,0,3388494,8.6400349,-11.8400269
2668,Sierra Leone,SLE,SUB-SAHARAN AFRICA                 ,1984,293.3157246,0,3707513,8.6400349,-11.8400269
2669,Sierra Leone,SLE,SUB-SAHARAN AFRICA                 ,1988,253.83121,0,4156636,8.6400349,-11.8400269
2670,Sierra Leone,SLE,SUB-SAHARAN AFRICA                 ,1992,156.4031039,0,4347727,8.6400349,-11.8400269
2671,Sierra Leone,SLE,SUB-SAHARAN AFRICA                 ,1996,218.3668902,0,4312660,8.6400349,-11.8400269
2672,Sierra Leone,SLE,SUB-SAHARAN AFRICA                 ,2000,138.6987225,0,4584570,8.6400349,-11.8400269
2673,Sierra Leone,SLE,SUB-SAHARAN AFRICA                 ,2004,266.5693713,0,5433995,8.6400349,-11.8400269
2674,Sierra Leone,SLE,SUB-SAHARAN AFRICA                 ,2008,408.4810085,0,6133599,8.6400349,-11.8400269
2675,Sierra Leone,SLE,SUB-SAHARAN AFRICA                 ,2012,566.3782351,0,6712586,8.6400349,-11.8400269
2676,Sierra Leone,SLE,SUB-SAHARAN AFRICA                 ,2016,501.4151655,0,7328846,8.6400349,-11.8400269
2700,San Marino,SMR,WESTERN EUROPE                     ,2000,36604.49338,0,27460,43.9458623,12.458306
2701,San Marino,SMR,WESTERN EUROPE                     ,2002,41464.74643,0,28175,43.9458623,12.458306
2702,San Marino,SMR,WESTERN EUROPE                     ,2004,59558.77272,0,28942,43.9458623,12.458306
2703,San Marino,SMR,WESTERN EUROPE                     ,2006,64261.03273,0,29694,43.9458623,12.458306
2704,San Marino,SMR,WESTERN EUROPE                     ,2008,78643.55065,0,30434,43.9458623,12.458306
2705,San Marino,SMR,WESTERN EUROPE                     ,2010,60254.7763,0,31221,43.9458623,12.458306
2706,San Marino,SMR,WESTERN EUROPE                     ,2012,49988.46363,0,32103,43.9458623,12.458306
2707,San Marino,SMR,WESTERN EUROPE                     ,2014,50817.33082,0,32941,43.9458623,12.458306
2708,San Marino,SMR,WESTERN EUROPE                     ,2016,43828.23246,0,33503,43.9458623,12.458306
2718,Somalia,SOM,SUB-SAHARAN AFRICA                 ,1972,119.8182066,0,3479792,8.3676771,49.083416
2719,Somalia,SOM,SUB-SAHARAN AFRICA                 ,1984,119.1748173,0,6614713,8.3676771,49.083416
2720,Somalia,SOM,SUB-SAHARAN AFRICA                 ,1988,148.216672,0,7005226,8.3676771,49.083416
2726,Somalia,SOM,SUB-SAHARAN AFRICA                 ,2016,295.9673926,0,14185635,8.3676771,49.083416
2728,Serbia,SRB,EASTERN EUROPE                     ,2008,7101.040141,16,7350222,44.1534121,20.55144
2729,Serbia,SRB,EASTERN EUROPE                     ,2010,5735.422857,0,7291436,44.1534121,20.55144
2730,Serbia,SRB,EASTERN EUROPE                     ,2012,6015.945228,19,7199077,44.1534121,20.55144
2731,Serbia,SRB,EASTERN EUROPE                     ,2014,6600.056809,0,7130576,44.1534121,20.55144
2732,Serbia,SRB,EASTERN EUROPE                     ,2016,5765.200762,109,7058322,44.1534121,20.55144
2753,Sao Tome and Principe,STP,SUB-SAHARAN AFRICA                 ,2004,745.3202999,0,153736,0.8875498,6.9648718
2754,Sao Tome and Principe,STP,SUB-SAHARAN AFRICA                 ,2008,1098.755219,0,171122,0.8875498,6.9648718
2755,Sao Tome and Principe,STP,SUB-SAHARAN AFRICA                 ,2012,1330.620114,0,188394,0.8875498,6.9648718
2756,Sao Tome and Principe,STP,SUB-SAHARAN AFRICA                 ,2016,1700.097997,0,203221,0.8875498,6.9648718
2804,Suriname,SUR,LATIN AMER. & CARIB    ,1968,676.9017616,0,356551,4.1413025,-56.0771187
2805,Suriname,SUR,LATIN AMER. & CARIB    ,1972,847.9044976,0,367907,4.1413025,-56.0771187
2806,Suriname,SUR,LATIN AMER. & CARIB    ,1976,1412.212354,0,357949,4.1413025,-56.0771187
2807,Suriname,SUR,LATIN AMER. & CARIB    ,1984,2368.927567,0,364722,4.1413025,-56.0771187
2808,Suriname,SUR,LATIN AMER. & CARIB    ,1988,2985.519843,3,388877,4.1413025,-56.0771187
2809,Suriname,SUR,LATIN AMER. & CARIB    ,1992,961.8264719,1,420658,4.1413025,-56.0771187
2810,Suriname,SUR,LATIN AMER. & CARIB    ,1996,1921.905439,0,448207,4.1413025,-56.0771187
2811,Suriname,SUR,LATIN AMER. & CARIB    ,2000,2012.281651,0,470944,4.1413025,-56.0771187
2812,Suriname,SUR,LATIN AMER. & CARIB    ,2004,3006.183233,0,493680,4.1413025,-56.0771187
2813,Suriname,SUR,LATIN AMER. & CARIB    ,2008,6831.983622,0,517122,4.1413025,-56.0771187
2814,Suriname,SUR,LATIN AMER. & CARIB    ,2012,9200.974786,0,541247,4.1413025,-56.0771187
2815,Suriname,SUR,LATIN AMER. & CARIB    ,2016,5872.789429,0,564883,4.1413025,-56.0771187
2816,Slovakia,SVK,EASTERN EUROPE                     ,1994,3771.359516,0,5346331,48.7411522,19.4528646
2817,Slovakia,SVK,EASTERN EUROPE                     ,1996,5196.94038,6,5373361,48.7411522,19.4528646
2818,Slovakia,SVK,EASTERN EUROPE                     ,1998,5538.616465,0,5390516,48.7411522,19.4528646
2819,Slovakia,SVK,EASTERN EUROPE                     ,2000,5413.150621,13,5388720,48.7411522,19.4528646
2820,Slovakia,SVK,EASTERN EUROPE                     ,2002,6533.553213,0,5376912,48.7411522,19.4528646
2821,Slovakia,SVK,EASTERN EUROPE                     ,2004,10671.82186,18,5372280,48.7411522,19.4528646
2822,Slovakia,SVK,EASTERN EUROPE                     ,2006,13159.75944,2,5373054,48.7411522,19.4528646
2823,Slovakia,SVK,EASTERN EUROPE                     ,2008,18677.29271,23,5379233,48.7411522,19.4528646
2824,Slovakia,SVK,EASTERN EUROPE                     ,2010,16750.79744,6,5391428,48.7411522,19.4528646
2825,Slovakia,SVK,EASTERN EUROPE                     ,2012,17481.89544,6,5407579,48.7411522,19.4528646
2826,Slovakia,SVK,EASTERN EUROPE                     ,2014,18674.34406,3,5418649,48.7411522,19.4528646
2827,Slovakia,SVK,EASTERN EUROPE                     ,2016,16508.67036,19,5430798,48.7411522,19.4528646
2841,Sweden,SWE,WESTERN EUROPE                     ,1960,2114.002973,34,7484656,59.6749712,14.5208584
2842,Sweden,SWE,WESTERN EUROPE                     ,1964,2941.048899,86,7661354,59.6749712,14.5208584
2843,Sweden,SWE,WESTERN EUROPE                     ,1968,3926.409001,50,7912273,59.6749712,14.5208584
2844,Sweden,SWE,WESTERN EUROPE                     ,1972,6027.128499,47,8122300,59.6749712,14.5208584
2845,Sweden,SWE,WESTERN EUROPE                     ,1976,10868.27577,31,8222286,59.6749712,14.5208584
2846,Sweden,SWE,WESTERN EUROPE                     ,1980,17097.83265,63,8310531,59.6749712,14.5208584
2847,Sweden,SWE,WESTERN EUROPE                     ,1984,13099.02083,104,8336605,59.6749712,14.5208584
2848,Sweden,SWE,WESTERN EUROPE                     ,1988,24534.69382,65,8436489,59.6749712,14.5208584
2849,Sweden,SWE,WESTERN EUROPE                     ,1992,32800.98269,73,8668067,59.6749712,14.5208584
2850,Sweden,SWE,WESTERN EUROPE                     ,1994,26083.61439,71,8780745,59.6749712,14.5208584
2851,Sweden,SWE,WESTERN EUROPE                     ,1996,32998.96816,60,8840998,59.6749712,14.5208584
2852,Sweden,SWE,WESTERN EUROPE                     ,1998,30596.5272,9,8850974,59.6749712,14.5208584
2853,Sweden,SWE,WESTERN EUROPE                     ,2000,29624.91267,60,8872109,59.6749712,14.5208584
2854,Sweden,SWE,WESTERN EUROPE                     ,2002,29899.19525,28,8924958,59.6749712,14.5208584
